battle_id,winner,turns,won,team_us,team_opp,fainted_us,fainted_opp,moves_used
battle-gen9randombattle-70784,Expert_A_ac6f,16,1,clefable|corviknight|crabominable|crawdaunt|swalot|tornadustherian,delibird|excadrill|magmortar|metagross|mightyena|tinglu,3,6,aquajet|bleakwindstorm|bravebird|drainpunch|heatwave|knockoff|moonblast|uturn
battle-gen9randombattle-70785,Expert_B_ac6f,21,0,arceussteel|ariados|drifblim|greattusk|infernape|irontreads,dudunsparce|hatterene|hippowdon|probopass|reuniclus|seviper,6,4,airslash|closecombat|earthpower|earthquake|machpunch|overheat|shadowball|suckerpunch
battle-gen9randombattle-70786,Expert_A_ac6f,20,1,basculegionf|gengar|gogoat|hypno|primarina|rhyperior,cobalion|glaceon|gogoat|lugia|morpeko|pecharunt,3,6,earthquake|megahorn|moonblast|psychicnoise|wavecrash
battle-gen9randombattle-70787,Expert_B_ac6f,24,0,altaria|chienpao|eelektross|furret|rotom|sandaconda,appletun|greattusk|maushold|overqwil|raichu|seviper,6,5,bravebird|discharge|doubleedge|earthquake|gigadrain|scaleshot|shadowball|throatchop|thunderbolt
battle-gen9randombattle-70788,Expert_B_ac6f,20,0,arceuselectric|dunsparce|kyogre|mienshao|pachirisu|weezinggalar,glimmora|golurk|houndstone|veluza,6,3,earthquake|icebeam|knockoff|originpulse|strangesteam|thunderbolt|uturn
battle-gen9randombattle-70789,Expert_A_ac6f,19,1,barraskewda|clawitzer|fluttermane|gurdurr|mamoswine|rotomfrost,delphox|entei|garchomp|gengar|komala|quaquaval,5,6,blizzard|darkpulse|iceshard|machpunch|poisonjab|shadowball|struggle
battle-gen9randombattle-70790,Expert_B_ac6f,23,0,chandelure|leavanny|malamar|primarina|rhyperior|sinistcha,comfey|glaceon|registeel|volcanion,6,3,bulletseed|flamecharge|flipturn|knockoff|matchagotcha|megahorn|moonblast|shadowball|superpower
battle-gen9randombattle-70791,Expert_B_ac6f,19,0,donphan|houndoom|luxray|mausholdfour|qwilfish|whiscash,blissey|irontreads|kyuremblack|pincurchin|salamence,6,3,bite|gunkshot|knockoff|liquidation|playrough|suckerpunch|throatchop|waterfall
battle-gen9randombattle-70792,Expert_B_ac6f,18,0,gholdengo|mandibuzz|mismagius|pikachuunova|sandyshocks|zarudedada,braviaryhisui|chesnaught|kleavor|spiritomb|ursaluna|weezing,6,3,bravebird|earthpower|makeitrain|playrough|powerwhip|thunderbolt|uturn
battle-gen9randombattle-70793,Expert_A_ac6f,24,1,dialgaorigin|hitmonchan|ironjugulis|ironleaves|palkia|registeel,alcremiemintcream|greattusk|piloswine|qwilfishhisui|scrafty|vigoroth,5,6,bodypress|dracometeor|fireblast|hurricane|icepunch|ironhead|leafblade
battle-gen9randombattle-70794,Expert_A_ac6f,52,1,araquanid|hoopa|inteleon|irontreads|toedscruel|wyrdeer,espathra|glaceon|latias|lucario|orthworm|palafin,4,6,earthpower|earthquake|gigadrain|ironhead|liquidation|megahorn|scald|shadowball|voltswitch
battle-gen9randombattle-70795,Expert_B_ac6f,23,0,calyrexshadow|florgesyellow|galvantula|tornadustherian|toxapex|uxie,chimecho|clodsire|moltresgalar,6,2,knockoff|liquidation|moonblast|psychicnoise|psyshock|thunder|uturn
battle-gen9randombattle-70796,Expert_B_ac6f,21,0,bellossom|chienpao|crabominable|rayquaza|reuniclus|zangoose,dachsbun|kleavor|latias|quaquaval|trevenant,6,4,earthquake|gigadrain|icehammer|knockoff|psychic|sludgebomb|throatchop
battle-gen9randombattle-70797,Expert_B_ac6f,22,0,cobalion|decidueye|inteleon|ironvaliant|sunflora|weezinggalar,conkeldurr|forretress|golem|overqwil|sableye|shayminsky,6,5,bodypress|earthpower|knockoff|scald|shadowsneak|solarbeam|strangesteam|voltswitch
battle-gen9randombattle-70798,Expert_B_ac6f,38,0,carbink|fluttermane|grumpig|ironjugulis|pikachupartner|swalot,garganacl|ironjugulis|latias|miniorviolet|slitherwing|slowbro,6,5,bodypress|earthpower|earthquake|hurricane|knockoff|moonblast|mysticalfire|playrough|surf
battle-gen9randombattle-70799,Expert_A_ac6f,21,1,annihilape|braviaryhisui|calyrexshadow|cinderace|eiscuenoice|sandaconda,flamigo|ironleaves|munkidori|palafin|salazzle|snorlax,3,6,drainpunch|esperwing|hurricane|icespinner|ragefist|stoneedge
battle-gen9randombattle-70800,Expert_A_ac6f,30,1,alcremiesaltedcream|dipplin|lilligant|persian|sudowoodo|toxapex,armarouge|drednaw|glastrier|greattusk|krookodile|volcanion,5,6,alluringvoice|dragonpulse|fakeout|liquidation|woodhammer
battle-gen9randombattle-70801,Expert_A_ac6f,21,1,cramorant|gliscor|ironthorns|quagsire|reshiram|tyranitar,beartic|blastoise|crawdaunt|deoxysdefense|vikavolt|zebstrika,4,6,bravebird|earthquake|icebeam|stoneedge
battle-gen9randombattle-70802,Expert_A_ac6f,28,1,arcaninehisui|carbink|grimmsnarl|perrserker|roaringmoon|uxie,chansey|chimecho|ironbundle|mausholdfour|politoed|reuniclus,4,6,extremespeed|ironhead|knockoff|psychicnoise|spiritbreak
battle-gen9randombattle-70803,Expert_B_ac6f,14,0,clawitzer|gallade|ironbundle|registeel|sableye|victreebel,ironcrown|kingdra|ludicolo|meowscarada|solgaleo,6,4,bodypress|hydropump|icebeam|knockoff|nightslash|suckerpunch
battle-gen9randombattle-70804,Expert_A_ac6f,20,1,copperajah|hitmonlee|hypno|samurott|serperior|wugtrio,arbok|lucario|magcargo|passimian|persian|volcarona,3,6,aquajet|highjumpkick|knockoff|sacredsword|superpower
battle-gen9randombattle-70805,Expert_B_ac6f,26,0,grafaiai|lilliganthisui|orthworm|palkiaorigin|solgaleo|sylveon,cloyster|magcargo|oranguru|seviper|spiritomb,6,4,bodypress|dracometeor|gunkshot|hypervoice|icespinner|psychicfangs|sunsteelstrike
battle-gen9randombattle-70806,Expert_B_ac6f,31,0,eelektross|grimmsnarl|luxray|okidogi|screamtail|yanmega,glaceon|magearna|manaphy|porygon2|wochien|wyrdeer,6,5,bugbuzz|dazzlinggleam|flamethrower|highhorsepower|spiritbreak|throatchop|wildcharge
