battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp
battle-gen9randomdoublesbattle-62473,v2,simple_heuristic,Opp4d7676aep8000,0,9,bastiodon|cinderace|granbull|infernape|ironbundle|shayminsky,dachsbun|decidueye|deoxys|florgesyellow|pachirisu,6,0,0.0,3,2,0.12
battle-gen9randomdoublesbattle-62474,v2,simple_heuristic,Opp4d7676aep8000,0,9,alomomola|cyclizar|magcargo|miniororange|qwilfishhisui|tinglu,eelektross|eiscue|luvdisc|staraptor|toxicroak|trevenant,6,0,0.0,5,1,0.71
battle-gen9randomdoublesbattle-62475,v2,simple_heuristic,v2A4d7676aep8000,1,10,ambipom|dusknoir|gothitelle|ironbundle|tornadus|trevenant,fezandipiti|koraidon|luxray|meganium|pikachuunova|volcarona,5,1,0.415,6,0,0.0
battle-gen9randomdoublesbattle-62476,v2,simple_heuristic,v2A4d7676aep8000,1,5,granbull|greninja|gumshoos|noctowl|seviper|vikavolt,bombirdier|bruxish|hariyama|lycanroc|pachirisu|pikachusinnoh,4,2,1.145,6,0,0.0
battle-gen9randomdoublesbattle-62477,v2,simple_heuristic,v2A4d7676aep8000,1,6,brambleghast|mewtwo|ninetales|politoed|rayquaza|wyrdeer,klefki|leafeon|milotic|perrserker|porygonz|skeledirge,4,2,1.777,6,0,0.0
battle-gen9randomdoublesbattle-62478,v2,simple_heuristic,Opp4d7676aep8000,0,9,chienpao|flareon|landorus|lurantis|toxapex|venomoth,alcremiematchacream|arceusbug|banette|kyurem|revavroom|sandaconda,6,0,0.0,4,2,1.24
battle-gen9randomdoublesbattle-62479,v2,simple_heuristic,Opp4d7676aep8000,0,6,electrodehisui|heatran|latios|orthworm|phione|pyroar,gumshoos|heracross|ribombee|rillaboom|salazzle,6,0,0.0,3,2,1.38
battle-gen9randomdoublesbattle-62480,v2,simple_heuristic,v2A4d7676aep8000,1,9,avalugghisui|espeon|lucario|poliwrath|regirock|tropius,cetitan|cinderace|gholdengo|palossand|rhyperior|victreebel,5,1,0.37,6,0,0.0
battle-gen9randomdoublesbattle-62481,v2,simple_heuristic,Opp4d7676aep8000,0,6,arbok|dachsbun|glimmora|haxorus|magmortar|politoed,dragalge|gardevoir|murkrow|perrserker|stonjourner|walkingwake,6,0,0.0,4,2,1.2
battle-gen9randomdoublesbattle-62482,v2,simple_heuristic,v2A4d7676aep8000,1,9,corviknight|flapple|giratina|lokix|noctowl|rampardos,breloom|dragalge|dugtrio|glaceon|ironmoth|tatsugiri,5,1,0.066,6,0,0.0
battle-gen9randomdoublesbattle-62483,v2,simple_heuristic,v2A4d7676aep8000,1,8,basculegionf|flygon|meowscarada|rabsca|raikou|skuntank,altaria|blissey|calyrex|cramorant|sunflora|zangoose,4,2,0.813,6,0,0.0
battle-gen9randomdoublesbattle-62484,v2,simple_heuristic,Opp4d7676aep8000,0,7,ambipom|chienpao|clawitzer|fezandipiti|necrozmaduskmane|terrakion,copperajah|florges|lucario|magmar|sinistchamasterpiece|slaking,6,0,0.0,5,1,0.13
battle-gen9randomdoublesbattle-62485,v2,simple_heuristic,Opp4d7676aep8000,0,8,clefable|duraludon|greninja|hippowdon|manaphy|sandslashalola,bellibolt|enamorustherian|meowsticf|rhyperior|serperior|spectrier,6,0,0.0,5,1,0.65
battle-gen9randomdoublesbattle-62486,v2,simple_heuristic,v2A4d7676aep8000,1,9,cryogonal|emboar|espeon|granbull|rhyperior|typhlosionhisui,cresselia|empoleon|flapple|latias|spidops|toxicroak,4,2,1.237,6,0,0.0
battle-gen9randomdoublesbattle-62487,v2,simple_heuristic,v2A4d7676aep8000,1,7,carbink|espeon|feraligatr|landorus|meowscarada|typhlosion,arceussteel|diancie|dondozo|golemalola|hariyama|scrafty,5,1,0.866,6,0,0.0
battle-gen9randomdoublesbattle-62488,v2,simple_heuristic,v2A4d7676aep8000,1,11,alcremierubyswirl|arceuspoison|charizard|farigiraf|noivern|spiritomb,calyrexice|corviknight|dodrio|ironhands|rhydon|rillaboom,5,1,0.713,6,0,0.0
battle-gen9randomdoublesbattle-62489,v2,simple_heuristic,Opp4d7676aep8000,0,7,banette|orthworm|slitherwing|slowking|staraptor|torterra,indeedeef|lurantis|politoed|tropius,6,0,0.0,2,2,1.08
battle-gen9randomdoublesbattle-62490,v2,simple_heuristic,v2A4d7676aep8000,1,9,basculinbluestriped|gallade|mimikyubusted|pawmot|raikou|solgaleo,ambipom|dipplin|lilligant|magmortar|rotomfan|toxapex,4,2,0.791,6,0,0.0
battle-gen9randomdoublesbattle-62491,v2,simple_heuristic,v2A4d7676aep8000,1,7,ditto|duraludon|slaking|urshifurapidstrike|volcanion|zekrom,lilliganthisui|orthworm|tauros|vivillontundra|weezing|zangoose,2,4,2.281,6,0,0.0
battle-gen9randomdoublesbattle-62492,v2,simple_heuristic,v2A4d7676aep8000,1,7,araquanid|charizard|raichu|sawsbuckwinter|tinglu|ursaluna,bastiodon|glalie|mew|mightyena|pawmot|whiscash,3,3,2.214,6,0,0.0
battle-gen9randomdoublesbattle-62493,v2,simple_heuristic,Opp4d7676aep8000,0,7,bruxish|floatzel|plusle|tinkaton|toxicroak|tropius,regirock|sandaconda|sceptile|zamazenta,6,0,0.0,2,2,0.3
battle-gen9randomdoublesbattle-62494,v2,simple_heuristic,v2A4d7676aep8000,1,10,braviary|flygon|froslass|pincurchin|sneasler|thundurus,avalugg|emboar|tinglu|torterra|vigoroth|volcarona,5,1,0.504,6,0,0.0
battle-gen9randomdoublesbattle-62495,v2,simple_heuristic,Opp4d7676aep8000,0,8,ampharos|coalossal|dachsbun|electivire|inteleon|primarina,haxorus|mewtwo|palossand|seviper|wochien,6,0,0.0,4,1,1.0
